customer_id,customer_city,customer_state,total_orders,total_items_purchased,total_spent,average_item_value,first_purchase,last_purchase,customer_lifetime_days,days_since_last_purchase,churn_risk_segment,ingestion_timestamp,ingestion_date,pipeline_name,run_id
CUST_000763,Cuiaba,MT,1,1,442.61,442.61,2021-04-26T09:37:00.000Z,2021-04-26T09:37:00.000Z,0,785,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000766,Recife,PE,3,7,10560.76,1508.68,2022-01-31T02:40:00.000Z,2022-10-24T17:15:00.000Z,266,239,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000800,Aracaju,SE,3,4,4597.22,1149.305,2021-03-04T06:01:00.000Z,2021-09-23T12:46:00.000Z,203,635,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000801,Florianopolis,SC,3,8,12602.29,1575.28625,2021-02-05T11:34:00.000Z,2022-09-08T15:02:00.000Z,580,285,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000806,Fortaleza,CE,3,4,4875.610000000001,1218.9025000000001,2021-03-12T16:24:00.000Z,2022-01-08T18:09:00.000Z,302,528,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000836,Curitiba,PR,3,4,4787.3,1196.825,2021-02-03T17:56:00.000Z,2022-09-08T09:19:00.000Z,582,285,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000871,Rio De Janeiro,RJ,1,1,180.56,180.56,2022-05-29T02:42:00.000Z,2022-05-29T02:42:00.000Z,0,387,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000877,Campo Grande,MS,5,13,12663.89,974.1453846153846,2021-08-27T04:59:00.000Z,2023-01-30T21:53:00.000Z,521,141,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000891,Porto Alegre,RS,3,3,1983.43,661.1433333333333,2022-02-28T19:32:00.000Z,2023-04-04T04:30:00.000Z,400,77,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000897,Campo Grande,MS,3,5,8120.139999999999,1624.0279999999998,2021-12-22T22:35:00.000Z,2023-03-14T09:38:00.000Z,447,98,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000899,Belo Horizonte,MG,5,7,12053.03,1721.8614285714286,2021-08-06T08:59:00.000Z,2023-01-06T07:05:00.000Z,518,165,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000908,Goiania,GO,6,16,19605.730000000003,1225.3581250000002,2021-03-10T02:26:00.000Z,2023-03-27T07:16:00.000Z,747,85,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000916,Maceio,AL,3,7,9045.199999999999,1292.1714285714284,2021-10-29T03:30:00.000Z,2022-07-24T19:01:00.000Z,268,331,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000940,Natal,RN,3,5,5386.39,1077.278,2021-04-12T06:58:00.000Z,2023-05-26T20:17:00.000Z,774,25,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_000986,Fortaleza,CE,4,4,6105.9400000000005,1526.4850000000001,2021-10-26T09:16:00.000Z,2023-02-01T11:57:00.000Z,463,139,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001032,Fortaleza,CE,5,7,10573.720000000001,1510.5314285714287,2021-03-03T14:02:00.000Z,2023-01-10T11:15:00.000Z,678,161,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001057,Rio De Janeiro,RJ,3,4,4733.07,1183.2675,2022-01-11T00:41:00.000Z,2022-12-27T09:14:00.000Z,350,175,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001060,Manaus,AM,5,13,22871.179999999997,1759.3215384615382,2021-01-13T04:45:00.000Z,2023-05-04T12:20:00.000Z,841,47,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001086,Cuiaba,MT,5,14,20210.63,1443.6164285714287,2021-09-21T05:49:00.000Z,2023-02-24T00:47:00.000Z,521,116,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001088,Joao Pessoa,PB,1,1,136.04,136.04,2021-08-13T00:51:00.000Z,2021-08-13T00:51:00.000Z,0,676,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001096,Rio De Janeiro,RJ,2,2,3120.4900000000002,1560.2450000000001,2021-07-16T14:52:00.000Z,2021-10-17T21:47:00.000Z,93,611,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001097,Joao Pessoa,PB,4,6,11217.59,1869.5983333333334,2021-04-08T18:39:00.000Z,2022-03-12T01:50:00.000Z,338,465,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001107,Maceio,AL,5,9,12731.66,1414.628888888889,2021-04-19T18:16:00.000Z,2022-10-23T00:09:00.000Z,552,240,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001127,Curitiba,PR,6,11,14571.34,1324.6672727272728,2021-07-22T08:48:00.000Z,2023-04-28T16:33:00.000Z,645,53,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001166,Belem,PA,3,4,4520.01,1130.0025,2022-02-20T21:38:00.000Z,2022-10-29T09:48:00.000Z,251,234,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001242,Joao Pessoa,PB,7,7,12850.27,1835.7528571428572,2021-02-28T22:32:00.000Z,2023-02-26T04:46:00.000Z,728,114,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001248,Porto Velho,RO,4,6,11170.23,1861.705,2021-12-23T08:28:00.000Z,2023-02-20T14:56:00.000Z,424,120,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001257,Aracaju,SE,6,14,16200.08,1157.1485714285714,2021-02-08T14:56:00.000Z,2023-05-26T18:09:00.000Z,837,25,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001263,Fortaleza,CE,3,6,4755.21,792.535,2022-03-17T17:28:00.000Z,2022-12-14T02:10:00.000Z,272,188,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001330,Teresina,PI,3,3,5648.280000000001,1882.7600000000002,2021-07-15T07:20:00.000Z,2022-08-18T07:05:00.000Z,399,306,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001336,Florianopolis,SC,3,6,5775.04,962.5066666666667,2021-08-02T06:06:00.000Z,2021-12-14T09:16:00.000Z,134,553,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001360,Goiania,GO,5,6,5413.67,902.2783333333333,2021-01-18T02:48:00.000Z,2023-03-11T07:49:00.000Z,782,101,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001362,Recife,PE,4,8,14972.220000000001,1871.5275000000001,2021-03-17T16:47:00.000Z,2023-04-16T03:43:00.000Z,760,65,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001366,Belem,PA,3,4,6476.67,1619.1675,2022-04-05T15:53:00.000Z,2023-04-15T08:33:00.000Z,375,66,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001371,Goiania,GO,2,3,3709.92,1236.64,2021-05-16T19:40:00.000Z,2021-08-04T02:18:00.000Z,80,685,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001372,Joao Pessoa,PB,3,3,5036.8,1678.9333333333334,2021-01-11T17:31:00.000Z,2022-11-03T09:09:00.000Z,661,229,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001399,Porto Velho,RO,4,4,6236.64,1559.16,2021-07-28T15:10:00.000Z,2023-04-10T09:17:00.000Z,621,71,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001424,Manaus,AM,4,5,6461.9400000000005,1292.3880000000001,2021-02-14T19:28:00.000Z,2023-05-08T16:29:00.000Z,813,43,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001430,Maceio,AL,4,8,14439.77,1804.97125,2022-09-15T00:57:00.000Z,2023-04-05T19:12:00.000Z,202,76,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001440,Porto Alegre,RS,1,1,876.18,876.18,2023-05-23T06:24:00.000Z,2023-05-23T06:24:00.000Z,0,28,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001460,Maceio,AL,6,12,14534.41,1211.2008333333333,2021-01-20T18:28:00.000Z,2023-05-21T22:43:00.000Z,851,30,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001465,Porto Velho,RO,2,3,4472.6900000000005,1490.8966666666668,2021-09-19T10:54:00.000Z,2021-10-04T04:04:00.000Z,15,624,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001477,Teresina,PI,7,10,9147.21,914.7209999999999,2021-02-03T07:21:00.000Z,2023-04-20T14:29:00.000Z,806,61,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001499,Natal,RN,5,6,5452.98,908.8299999999999,2021-06-03T11:41:00.000Z,2023-05-26T08:31:00.000Z,722,25,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001526,Teresina,PI,6,12,16998.54,1416.545,2021-04-14T00:03:00.000Z,2023-05-21T00:45:00.000Z,767,30,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001527,Sao Paulo,SP,6,10,12122.79,1212.279,2021-10-18T23:15:00.000Z,2023-03-18T07:20:00.000Z,516,94,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001566,Maceio,AL,3,6,10338.09,1723.015,2021-04-05T00:35:00.000Z,2023-04-05T01:05:00.000Z,730,76,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001581,Belem,PA,6,12,22153.250000000004,1846.104166666667,2021-06-26T01:42:00.000Z,2023-06-09T11:00:00.000Z,713,11,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001582,Curitiba,PR,8,20,30328.72,1516.4360000000001,2021-05-27T20:19:00.000Z,2023-05-07T06:01:00.000Z,710,44,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001594,Campo Grande,MS,1,3,3703.9900000000002,1234.6633333333334,2023-04-23T00:21:00.000Z,2023-04-23T00:21:00.000Z,0,58,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001623,Manaus,AM,4,8,10785.939999999999,1348.2424999999998,2021-01-11T12:04:00.000Z,2023-04-24T08:36:00.000Z,833,57,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001660,Joao Pessoa,PB,2,3,5420.0599999999995,1806.6866666666665,2021-05-29T10:06:00.000Z,2023-05-23T04:53:00.000Z,724,28,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001680,Recife,PE,2,4,4540.15,1135.0375,2021-06-03T23:57:00.000Z,2022-07-28T21:29:00.000Z,420,327,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001686,Natal,RN,2,2,3734.59,1867.295,2021-03-07T08:47:00.000Z,2022-04-28T01:13:00.000Z,417,418,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001706,Maceio,AL,2,2,3692.9300000000003,1846.4650000000001,2022-03-21T09:50:00.000Z,2022-07-28T17:03:00.000Z,129,327,High Risk - Likely Churned,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001733,Maceio,AL,0,0,0,0,null,null,0,null,Never Purchased,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001777,Teresina,PI,3,7,7192.679999999999,1027.5257142857142,2021-08-28T06:37:00.000Z,2023-05-03T09:44:00.000Z,613,48,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001781,Rio De Janeiro,RJ,1,3,3283.96,1094.6533333333334,2023-02-05T12:58:00.000Z,2023-02-05T12:58:00.000Z,0,135,Medium Risk,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
CUST_001782,Recife,PE,7,10,13199.6,1319.96,2021-08-06T22:01:00.000Z,2023-05-29T08:25:00.000Z,661,22,Active,2026-07-19T18:19:04.064Z,2026-07-19,Silver_Customers_Load,45847a07-2803-4f0b-ae30-7f5720e8bd4b
